id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,wine_type,quality
1327,8.3,0.33,0.1,0.9,0.023,13,95,0.9968,3.43,0.59,9.6,red,5
1328,6.6,0.47,0.19,6.4,0.085,5,59,0.9957,3.31,0.66,9.1,red,5
1330,6.4,0.37,0.27,0.9,0.042,56,115,0.9909,3.25,0.33,12.1,white,5
1331,8.0,0.48,0.31,6.1,0.015,38,120,0.9936,3.05,0.52,10.5,white,4
1332,6.5,0.27,0.56,13.1,0.118,61,121,0.9907,3.11,0.63,10.5,white,7
1334,6.9,0.14,0.41,1.6,0.097,67,163,0.9902,3.06,0.69,11.1,white,8
1335,8.9,0.12,0.26,8.5,0.012,13,39,0.9978,3.32,0.39,11.4,red,8
1336,6.3,0.35,0.27,12.7,0.151,41,82,0.9967,3.14,0.34,10.4,white,5
1338,8.8,0.51,0.37,0.9,0.155,11,6,0.993,3.2,0.85,10.5,red,7
1339,6.8,0.26,0.21,1.5,0.047,37,50,0.9977,3.32,0.74,8.5,red,6
1340,6.1,0.12,0.17,12.2,0.139,2,150,0.9976,3.1,0.27,9.9,white,5
1341,6.8,0.16,0.22,1.1,0.009,17,104,1.0005,3.26,0.58,9.8,white,7
1342,7.0,0.22,0.37,0.6,0.013,40,125,0.9948,3.02,0.28,11.4,white,5
1343,6.9,0.47,0.31,3.5,0.085,15,53,0.9953,3.43,0.63,11.5,red,7
1344,6.8,0.51,0.18,1.4,0.074,56,106,0.9992,3.24,0.6,11.3,white,6
1345,7.0,0.23,0.25,1.3,0.009,25,89,0.9947,3.19,0.41,9.0,white,4
1346,6.7,0.1,0.12,6.3,0.07,31,58,0.9986,3.14,0.39,10.2,white,6
1347,6.8,0.23,0.4,2.9,0.038,28,151,0.9935,3.14,0.47,12.5,white,6
1348,7.3,0.37,0.05,0.9,0.069,2,18,0.9969,3.42,0.74,10.3,red,6
1349,6.9,0.23,0.27,14.6,0.048,55,170,0.9945,3.0,0.5,10.2,white,5
1350,7.0,0.45,0.34,2.5,0.05,35,155,0.9926,3.45,0.45,10.5,white,5
1351,8.3,0.75,0.52,2.9,0.061,8,15,0.9939,2.99,0.64,9.2,red,5
1352,6.7,0.35,0.07,1.0,0.057,62,132,0.9954,3.04,0.39,10.2,white,5
1353,6.9,0.12,0.1,1.2,0.056,2,25,0.9973,3.38,0.41,11.7,red,8
1354,6.2,0.25,0.38,3.7,0.029,16,123,0.994,3.27,0.52,11.6,white,6
1356,5.0,0.16,0.22,26.6,0.092,29,85,0.995,3.17,0.31,9.4,white,5
1358,7.0,0.19,0.61,5.8,0.051,35,237,0.992,3.17,0.63,12.3,white,7
1359,4.6,0.7,0.01,0.9,0.179,1,7,1.0,3.28,0.88,9.2,red,5
1360,6.3,0.33,0.09,2.7,0.136,46,143,0.9936,3.12,0.38,10.4,white,5
1362,6.1,0.41,0.45,4.2,0.022,42,123,0.9951,3.23,0.54,8.0,white,5
1363,5.6,0.27,0.33,9.5,0.009,64,136,0.9911,3.49,0.54,10.8,white,5
1365,7.5,0.28,0.35,8.2,0.138,41,150,0.9902,3.27,0.51,10.4,white,5
1366,8.0,0.67,0.43,0.9,0.05,9,35,0.9981,3.06,0.62,9.4,red,4
1368,9.9,0.41,0.24,7.7,0.022,15,96,0.9957,3.29,0.55,11.0,red,6
1370,6.9,0.23,0.19,1.9,0.012,41,130,0.9956,3.2,0.56,8.0,white,4
1371,6.0,0.25,0.49,7.3,0.048,73,136,0.9907,2.9,0.51,12.0,white,6
1372,6.9,0.37,0.06,17.9,0.127,29,161,0.9918,3.06,0.46,11.0,white,4
1373,7.3,0.45,0.37,12.6,0.155,35,155,0.997,3.4,0.57,12.4,white,4
1375,8.7,0.48,0.34,6.4,0.195,62,160,0.9993,3.06,0.39,10.8,white,3
1376,7.1,0.27,0.34,0.6,0.009,31,72,0.9908,3.37,0.68,9.4,white,7
1377,8.4,0.34,0.02,4.1,0.023,4,145,0.9891,3.44,0.42,11.2,white,5
1378,5.7,0.44,0.41,4.1,0.009,13,199,1.001,3.09,0.45,9.2,white,4
1379,7.8,0.56,0.29,6.3,0.012,4,33,0.9985,3.13,0.76,11.1,red,7
1380,8.2,0.66,0.13,1.6,0.162,8,58,0.9946,3.47,0.53,10.0,red,4
1382,6.3,0.33,0.45,0.6,0.037,45,104,0.997,3.16,0.41,12.5,white,5
1383,6.0,0.62,0.35,8.9,0.346,57,186,0.9971,2.97,0.41,9.6,white,3
1384,7.3,0.53,0.16,0.9,0.077,19,6,0.9983,3.14,0.56,10.8,red,6
1385,8.1,0.61,0.11,2.0,0.088,4,60,0.9984,3.27,0.66,11.1,red,6
1386,5.9,0.31,0.47,0.6,0.048,47,152,0.9988,3.34,0.67,9.8,white,6
1387,6.2,0.21,0.16,17.0,0.075,36,117,0.9918,3.26,0.48,11.2,white,6
1388,9.6,0.49,0.07,6.8,0.053,19,9,0.9958,3.62,0.63,11.0,red,6
1390,7.2,0.28,0.02,1.9,0.088,9,9,0.9965,3.32,0.68,12.5,red,8
1391,6.0,0.1,0.31,5.3,0.15,54,22,0.9974,3.33,0.57,10.4,white,6
1392,5.6,0.14,0.38,1.1,0.058,23,170,0.9945,3.25,0.67,11.1,white,7
1394,10.1,0.58,0.9,1.1,0.074,24,39,0.9975,3.19,0.48,10.1,red,6
1395,8.8,0.38,0.34,27.6,0.009,41,115,0.9954,3.3,0.48,12.2,white,8
1396,8.5,0.39,0.1,3.1,0.095,30,62,0.9958,3.36,0.67,9.2,red,5
1397,7.7,0.17,0.28,5.7,0.065,50,108,0.9951,2.97,0.4,9.1,white,6
1398,6.5,0.1,0.5,1.7,0.009,44,112,0.9926,3.23,0.54,12.2,white,7
1400,7.2,0.39,0.35,3.1,0.047,23,181,0.9953,3.04,0.6,11.3,white,5
1401,6.3,0.22,0.37,16.0,0.034,14,166,0.9932,3.0,0.6,10.4,white,5
1402,7.5,0.3,0.31,0.6,0.039,17,130,0.9944,3.23,0.72,10.0,white,6
1404,6.6,0.28,0.34,4.3,0.009,25,151,0.9932,3.13,0.45,8.1,white,5
1405,5.7,0.44,0.5,14.9,0.014,59,105,0.9946,3.02,0.44,9.2,white,4
1406,8.1,0.4,0.42,1.6,0.029,61,111,0.9889,3.3,0.39,11.3,white,4
1407,6.4,0.69,0.25,0.9,0.021,44,72,0.9981,3.19,0.78,11.3,red,6
1408,6.6,0.2,0.36,1.7,0.009,51,161,0.9921,3.42,0.54,8.8,white,6
1409,7.5,0.24,0.4,6.4,0.009,51,141,0.994,3.22,0.41,10.8,white,6
1410,8.7,0.36,0.23,0.6,0.055,64,112,0.9902,2.86,0.47,11.2,white,5
1411,8.0,0.25,0.32,2.6,0.02,29,127,0.995,3.26,0.73,9.4,white,6
1412,6.7,0.17,0.45,1.4,0.026,14,59,0.9976,3.2,0.39,9.6,white,6
1414,7.0,0.68,0.04,1.7,0.157,10,40,1.0001,3.17,0.85,9.5,red,5
1418,6.7,0.27,0.49,2.0,0.029,22,174,0.9917,3.21,0.59,8.7,white,5
1419,7.4,0.28,0.24,12.7,0.084,28,122,0.9914,3.32,0.57,11.2,white,5
1420,6.0,0.36,0.35,7.4,0.06,39,121,0.9955,3.14,0.58,11.1,white,5
1421,7.7,0.35,0.49,3.5,0.009,24,98,0.989,3.21,0.41,9.9,white,6
1422,11.6,0.48,0.08,3.9,0.028,19,62,0.9949,3.01,0.5,9.1,red,4
1425,6.8,0.19,0.27,20.3,0.102,25,176,0.9903,3.19,0.57,9.9,white,6
1428,6.1,0.19,0.14,2.2,0.053,53,6,0.9953,3.26,0.61,8.8,red,5
1429,7.5,0.25,0.2,22.3,0.081,5,161,0.9911,3.34,0.35,8.5,white,5
1430,7.6,0.19,0.54,0.6,0.01,22,163,0.998,3.07,0.3,10.9,white,7
1431,6.5,0.33,0.37,0.6,0.013,42,77,0.9912,3.16,0.32,9.4,white,5
1432,7.0,0.22,0.3,6.5,0.009,31,122,0.9921,3.3,0.44,10.1,white,6
1433,7.8,0.31,0.32,1.6,0.014,17,150,0.9944,3.07,0.82,8.0,white,4
1434,6.9,0.09,0.35,6.9,0.01,35,106,0.995,3.07,0.47,10.0,white,6
1436,6.4,0.19,0.22,18.6,0.062,62,133,0.993,2.95,0.24,11.9,white,7
1437,11.3,0.78,0.18,4.2,0.125,11,19,0.9956,3.37,0.33,10.1,red,4
1438,6.7,0.21,0.23,0.6,0.011,23,197,0.9946,3.32,0.68,10.4,white,6
1439,7.6,0.37,0.46,0.6,0.036,31,154,0.9952,3.09,0.48,10.3,white,5
1441,11.0,0.49,0.3,2.2,0.049,5,18,0.9975,3.24,0.8,9.8,red,6
1442,7.1,0.29,0.3,15.7,0.01,61,114,0.9936,3.3,0.52,11.6,white,7
1443,7.3,0.31,0.25,2.1,0.046,61,147,0.9958,3.02,0.45,12.0,white,6
1444,6.8,0.2,0.43,7.7,0.01,20,116,0.9946,3.12,0.41,9.4,white,6
1445,10.4,0.73,0.18,0.9,0.13,2,34,0.9943,3.28,0.57,10.4,red,5
1446,13.7,0.74,0.37,3.9,0.138,1,46,0.9979,3.25,0.65,10.5,red,7
1447,7.4,0.23,0.17,1.1,0.021,38,75,0.9913,3.27,0.77,12.2,white,7
1448,7.8,0.18,0.45,0.6,0.017,36,126,0.9911,3.25,0.63,11.1,white,7
1450,6.4,0.43,0.12,24.3,0.036,40,186,0.9968,3.39,0.36,9.7,white,4
1451,5.5,0.5,0.38,0.9,0.022,22,17,0.9928,3.45,0.79,8.5,red,5
1453,4.4,0.19,0.28,20.3,0.041,23,110,0.9963,3.38,0.29,9.2,white,5
1454,9.1,0.61,0.97,1.8,0.117,14,79,0.9927,3.46,0.59,11.3,red,6
1456,11.6,0.36,0.51,1.0,0.062,1,39,0.9963,3.33,0.72,10.2,red,7
1458,6.7,0.22,0.12,3.7,0.155,43,144,1.0005,2.94,0.39,9.9,white,5
1459,6.8,0.23,0.14,8.9,0.051,27,120,0.9895,3.28,0.8,10.0,white,6
1461,6.3,0.3,0.29,2.6,0.012,4,129,0.9947,3.25,0.6,10.4,white,5
1463,10.4,0.82,0.49,1.6,0.099,25,52,0.9993,3.27,0.5,10.0,red,4
1464,6.7,0.55,0.35,0.7,0.067,61,208,0.996,3.0,0.64,9.7,white,4
1465,6.1,0.26,0.18,2.0,0.158,58,151,0.9892,3.12,0.66,10.0,white,6
1466,6.2,0.28,0.21,15.3,0.009,57,153,0.9941,3.22,0.46,10.8,white,6
1467,6.5,0.39,0.29,1.4,0.021,17,115,0.9922,3.01,0.47,11.9,white,5
1468,5.3,0.61,0.11,1.8,0.024,6,8,0.9978,3.76,0.61,9.2,red,6
1469,7.0,0.2,0.21,2.3,0.033,29,121,0.9963,2.85,0.46,9.6,white,5
1470,9.1,0.6,0.02,0.9,0.103,61,8,1.0004,3.32,0.45,11.9,red,5
1471,7.3,0.49,0.3,13.4,0.01,64,136,0.9904,3.29,0.54,11.3,white,5
1472,8.1,0.62,0.05,2.8,0.151,19,75,0.9997,3.47,0.7,10.9,red,6
1473,5.8,0.28,0.11,0.9,0.016,34,179,0.9945,3.15,0.65,10.5,white,5
1474,7.3,0.42,0.02,1.7,0.083,19,50,0.9934,3.36,0.95,10.6,red,6
1475,7.8,0.26,0.61,9.2,0.048,29,137,0.9972,3.1,0.69,9.1,white,6
1476,10.9,0.61,0.36,1.9,0.012,4,6,0.9993,3.34,0.83,10.5,red,5
1477,7.1,0.27,0.39,0.6,0.076,38,105,0.9978,3.13,0.59,9.3,white,6
1478,8.7,0.23,0.42,13.9,0.137,44,157,0.9875,3.21,0.46,10.0,white,4
1479,6.0,0.15,0.14,0.6,0.009,16,143,0.9928,3.13,0.7,13.2,white,7
1480,8.0,0.45,0.36,0.9,0.072,6,73,0.9981,3.28,0.68,9.1,red,4
1481,8.8,0.87,0.21,1.2,0.089,33,72,0.9962,3.54,0.71,10.4,red,4
1482,5.2,0.74,0.54,1.1,0.093,5,44,0.9962,3.53,0.58,11.1,red,5
1483,7.6,0.21,0.19,3.5,0.029,10,197,0.9977,2.96,0.44,9.9,white,5
1485,7.3,0.31,0.44,32.6,0.091,65,122,0.9925,3.17,0.42,10.1,white,6
1487,11.6,0.61,0.01,1.2,0.056,3,75,0.9959,3.22,0.74,9.7,red,6
1488,6.9,0.26,0.57,0.9,0.024,27,73,0.9984,3.52,0.71,10.7,red,6
1489,6.9,0.33,0.03,0.7,0.016,18,126,0.9929,3.31,0.49,12.4,white,5
1490,7.1,0.31,0.24,0.6,0.009,3,131,0.9955,3.13,0.39,10.6,white,5
1492,6.0,0.13,0.34,0.6,0.048,44,209,0.997,3.12,0.39,11.7,white,6
1493,5.3,0.15,0.16,5.1,0.053,44,150,0.9959,3.23,0.27,10.2,white,4
1494,6.7,0.15,0.42,3.1,0.179,60,156,0.9975,3.24,0.65,11.8,white,7
1495,5.9,0.29,0.41,2.6,0.009,24,209,0.989,2.95,0.3,10.4,white,4
1496,8.2,0.34,0.21,0.6,0.057,36,125,0.9922,2.92,0.54,10.8,white,6
1499,8.6,0.83,0.07,1.0,0.024,2,6,0.998,3.21,0.65,10.9,red,3
1500,7.1,0.42,0.19,4.9,0.044,7,6,0.9986,3.36,0.78,8.8,red,5
1501,8.1,0.58,0.13,11.2,0.109,2,49,0.9966,3.13,0.67,10.3,red,6
1503,5.6,0.43,0.44,0.6,0.014,55,81,0.9964,3.27,0.53,10.5,white,5
1504,7.3,0.25,0.25,0.9,0.132,22,57,0.9937,3.32,0.57,9.5,red,6
1505,8.4,0.32,0.13,2.1,0.048,46,138,0.993,2.97,0.53,11.8,white,5
1506,6.3,0.46,0.35,2.1,0.009,39,115,0.9957,3.25,0.5,10.9,white,4
1507,8.3,0.14,0.3,9.0,0.023,27,195,0.9891,3.3,0.29,9.8,white,5
1511,6.5,0.08,0.08,2.0,0.01,29,178,0.9944,3.22,0.56,10.2,white,5
1512,7.4,0.28,0.3,8.8,0.026,46,168,0.9947,3.04,0.75,9.6,white,6
1513,7.0,0.4,0.39,5.2,0.15,39,66,0.9964,3.06,0.65,12.7,white,7
1514,4.9,0.16,0.33,4.9,0.136,39,153,0.993,3.24,0.43,11.2,white,5
1515,7.9,0.66,0.12,1.6,0.013,31,92,0.9984,3.5,1.06,12.4,red,7
1516,11.0,0.49,0.34,0.9,0.186,12,38,0.9957,3.58,0.46,10.8,red,4
1517,8.1,0.28,0.28,8.8,0.058,21,91,0.9953,2.89,0.5,10.1,white,6
1518,8.2,0.47,1.0,7.4,0.093,15,6,0.9968,3.07,0.89,11.0,red,6
1519,11.4,0.54,0.57,0.9,0.089,9,108,0.9972,3.24,0.8,8.4,red,5
1520,9.2,0.79,0.68,3.5,0.094,12,73,0.9985,3.44,0.84,10.0,red,6
1521,7.4,0.23,0.26,2.0,0.038,25,126,0.9995,3.13,0.6,11.9,white,8
1522,7.3,0.12,0.42,4.1,0.009,32,94,0.9964,3.11,0.36,12.1,white,7
1523,5.7,0.3,0.06,1.6,0.024,37,136,0.9932,3.21,0.51,9.0,white,5
1524,10.0,0.62,0.13,1.6,0.103,16,65,0.9979,3.29,0.42,10.8,red,5
1527,6.3,0.28,0.3,0.6,0.038,51,126,0.995,3.2,0.36,10.3,white,4
1528,8.6,0.47,0.12,0.7,0.026,45,130,0.9899,3.12,0.36,10.9,white,5
1529,6.7,0.22,0.43,1.6,0.013,47,92,0.9991,3.0,0.6,8.8,white,5
1530,6.6,0.34,0.32,6.7,0.009,22,204,0.9925,3.16,0.42,10.2,white,6
1531,6.8,0.25,0.32,13.2,0.009,39,217,0.9908,3.15,0.48,10.4,white,4
1532,6.2,0.49,0.31,17.5,0.013,23,145,0.9915,3.39,0.43,8.4,white,3
1533,7.1,0.34,0.3,12.8,0.034,12,159,0.9973,3.04,0.34,11.5,white,5
1534,6.2,0.21,0.15,0.6,0.009,7,112,0.9935,3.28,0.62,10.7,white,6
1535,6.2,0.43,0.15,0.9,0.107,5,39,0.9992,3.49,0.51,12.1,red,6
1536,8.1,0.17,0.2,5.8,0.009,41,87,0.9908,3.24,0.32,10.9,white,7
1537,8.2,0.59,0.39,2.1,0.12,8,19,0.9987,3.45,1.03,11.8,red,8
1538,6.7,0.23,0.48,0.6,0.029,76,199,0.9927,3.0,0.3,10.4,white,4
1539,7.3,0.5,0.16,22.1,0.009,44,182,0.9879,3.2,0.36,12.1,white,4
1540,6.1,0.3,0.18,2.6,0.009,52,96,0.9993,3.19,0.48,9.9,white,6
1541,6.2,0.32,0.54,7.4,0.301,42,128,0.9946,2.97,0.51,9.1,white,6
1542,6.5,0.25,0.15,7.0,0.063,16,119,0.9932,3.24,0.33,11.1,white,5
1543,5.6,0.71,0.08,0.9,0.109,66,55,0.9958,3.33,0.96,9.6,red,5
1544,7.3,0.25,0.25,10.8,0.009,55,122,0.9925,3.27,0.42,9.6,white,5
1545,6.2,0.39,0.37,2.9,0.039,47,134,0.9957,3.12,0.43,9.9,white,4
1548,6.4,0.44,0.24,0.9,0.07,72,58,0.9935,3.43,0.67,10.6,red,6
1549,7.0,0.42,0.24,1.2,0.037,18,105,0.9961,3.29,0.51,8.6,white,4
1552,8.1,0.27,0.24,3.4,0.271,32,132,0.9922,3.22,0.63,12.0,white,7
1553,9.9,0.94,0.46,4.3,0.012,11,51,0.9951,3.56,0.69,12.4,red,6
1554,8.7,0.61,0.37,3.6,0.085,10,59,0.9988,3.34,0.4,10.5,red,5
1555,7.5,0.85,0.03,2.0,0.104,5,96,0.9942,3.33,0.72,11.1,red,4
1557,4.6,0.35,0.37,0.6,0.125,48,90,0.9924,3.13,0.56,11.2,white,6
1558,6.5,0.25,0.32,0.9,0.093,61,179,0.9932,3.28,0.5,8.4,white,4
1559,6.3,0.24,0.14,6.2,0.054,7,73,0.9967,3.31,0.48,10.7,red,6
1560,8.2,0.43,0.32,1.4,0.108,4,39,1.0016,3.38,0.51,10.9,red,6
1562,4.6,0.32,0.92,2.8,0.032,14,6,0.995,2.87,0.93,9.2,red,6
1563,11.3,0.28,0.27,0.9,0.024,4,35,0.9977,3.38,0.33,11.8,red,7
1564,7.4,0.28,0.27,3.9,0.118,27,162,0.9933,3.08,0.51,11.2,white,5
1565,7.5,0.09,0.33,6.3,0.011,13,133,0.9898,3.19,0.24,12.2,white,6
1566,7.7,0.08,0.26,20.4,0.009,46,123,0.9963,3.0,0.54,9.2,white,6
1567,7.8,0.22,0.15,5.7,0.085,38,153,1.0032,2.92,0.4,13.4,white,7
1568,6.8,0.32,0.32,30.8,0.051,56,94,0.9967,3.24,0.57,11.4,white,6
1569,7.3,0.32,0.14,0.9,0.075,22,94,0.9917,3.45,0.76,9.2,white,6
1571,8.9,0.35,0.47,11.8,0.009,54,157,0.9916,3.28,0.58,9.2,white,5
1572,7.0,0.29,0.57,4.4,0.03,35,148,0.9942,3.3,0.47,11.6,white,7
1573,7.2,0.41,0.11,1.2,0.1,4,47,0.9963,3.13,0.82,8.8,red,6
1575,6.6,0.21,0.42,12.1,0.023,47,125,0.995,3.05,0.43,9.6,white,7
1576,5.9,0.26,0.16,0.7,0.015,24,180,0.9946,3.03,0.47,11.9,white,5
1577,7.1,0.37,0.23,0.6,0.033,34,159,0.9929,3.26,0.4,11.7,white,5
1578,7.3,0.15,0.42,4.6,0.072,54,273,0.9954,3.18,0.32,9.5,white,4
1579,8.5,0.57,0.03,5.1,0.163,1,57,0.9983,3.3,0.64,12.2,red,6
1581,5.7,0.4,0.3,1.2,0.148,50,116,0.998,3.05,0.52,9.9,white,5
1582,5.5,0.23,0.38,11.4,0.134,24,185,0.9969,3.22,0.48,10.9,white,4
1583,8.1,0.32,0.42,14.9,0.038,27,187,0.9933,3.0,0.49,9.9,white,4
1584,6.9,0.2,0.48,6.1,0.127,37,159,0.9951,3.14,0.51,9.8,white,6
1585,6.6,0.13,0.39,3.5,0.044,25,162,0.99,3.21,0.54,12.0,white,7
1586,7.6,0.47,0.18,2.8,0.033,44,207,0.9954,3.23,0.56,12.8,white,6
1588,6.8,0.2,0.39,0.6,0.019,34,138,0.9977,3.21,0.42,11.5,white,7
1589,7.1,0.79,0.21,0.9,0.106,4,32,0.9968,3.44,0.82,9.6,red,6
1590,7.3,0.14,0.31,7.5,0.019,48,110,0.9983,3.23,0.42,10.1,white,7
1591,9.2,0.26,0.22,14.2,0.134,3,88,0.9977,3.35,0.84,11.5,red,8
1592,7.2,0.34,0.33,1.4,0.009,30,77,0.9943,3.44,0.48,10.6,white,6
1593,6.8,0.36,0.52,13.4,0.07,26,108,1.0008,2.95,0.37,8.4,white,5
1595,5.3,0.17,0.32,4.7,0.05,49,153,0.9919,3.26,0.5,10.8,white,5
1596,5.1,0.47,1.0,3.3,0.034,19,44,0.9963,3.47,0.44,11.3,red,6
1597,6.3,0.12,0.16,0.6,0.084,48,149,0.9947,3.16,0.38,9.2,white,5
1599,4.9,0.32,0.35,5.6,0.009,76,125,0.9896,3.12,0.53,10.4,white,6
1600,7.2,0.36,0.37,0.6,0.022,52,64,0.9978,3.12,0.72,10.3,white,6
1601,9.4,0.61,0.16,0.9,0.096,10,44,0.9953,3.59,0.64,12.6,red,7
1602,8.3,0.42,0.33,11.4,0.015,18,152,0.9915,3.03,0.38,11.3,white,4
1603,7.7,0.23,0.32,2.8,0.041,35,164,0.9946,3.17,0.34,10.5,white,5
1606,8.6,0.29,0.57,2.0,0.071,30,119,0.9937,3.16,0.73,11.1,white,7
1607,8.4,0.13,0.43,4.6,0.085,60,79,0.9933,3.48,0.48,9.7,white,5
1608,6.4,0.28,0.56,1.3,0.009,45,215,0.9948,3.0,0.54,10.5,white,6
1609,5.8,0.45,0.5,2.6,0.012,21,124,0.9905,3.08,0.45,10.8,white,5
1610,5.8,0.43,0.1,2.0,0.065,5,6,0.9967,3.24,1.16,10.3,red,6
1611,7.9,0.39,0.2,5.4,0.013,72,81,0.9916,3.11,0.36,11.0,white,5
1612,6.6,0.37,0.25,5.3,0.161,20,37,0.997,3.21,1.02,11.8,red,6
1613,7.5,0.24,0.4,0.6,0.071,56,141,0.9955,3.29,0.48,11.2,white,6
1614,6.8,0.18,0.39,3.3,0.024,46,165,0.9953,3.01,0.48,9.3,white,5
1615,8.1,0.26,0.46,0.8,0.098,33,171,0.9925,3.49,0.47,8.0,white,5
1616,7.4,0.23,0.28,10.6,0.203,31,175,0.9921,3.2,0.37,10.5,white,6
1617,6.9,0.28,0.43,7.4,0.024,71,65,0.9951,3.35,0.5,10.4,white,6
1618,7.3,0.68,0.4,0.9,0.088,5,100,0.9955,3.32,0.7,10.7,red,6
1619,5.4,0.69,0.14,2.0,0.03,6,72,0.9971,3.26,0.56,8.5,red,4
1620,6.5,0.43,0.3,0.6,0.032,29,130,0.994,3.24,0.61,10.3,white,6
1621,5.4,0.39,0.36,0.6,0.151,38,105,0.9958,2.93,0.58,9.3,white,4
1622,6.3,0.27,0.22,0.6,0.009,49,96,0.9888,3.05,0.58,11.2,white,6
1623,7.4,0.11,0.39,0.6,0.085,24,182,0.999,2.99,0.54,9.8,white,6
1624,6.6,0.2,0.25,27.7,0.081,2,172,0.9936,3.15,0.48,10.0,white,5
1626,4.6,0.61,0.17,2.3,0.052,14,41,0.9998,3.51,0.41,9.4,red,5
1627,11.7,0.47,0.38,4.6,0.173,24,84,0.9965,3.48,0.55,9.6,red,5
1628,5.9,0.56,0.35,9.9,0.097,24,128,0.9966,3.08,0.5,8.6,red,4
1629,6.8,0.25,0.32,3.0,0.009,13,149,1.0015,3.26,0.42,11.0,white,5
1630,7.3,0.44,0.2,0.6,0.059,13,99,0.999,3.12,0.53,12.3,white,7
1631,7.3,0.41,0.36,2.9,0.025,25,185,0.9976,2.79,0.37,10.6,white,4
1632,6.1,0.42,0.38,0.9,0.012,23,6,0.9993,3.08,0.58,10.8,red,6
1633,6.8,0.33,0.43,8.1,0.052,35,241,0.9972,3.18,0.54,9.6,white,4
1634,5.8,0.43,0.17,5.5,0.049,20,133,0.9956,3.1,0.5,10.6,white,6
1635,7.8,0.27,0.5,2.7,0.026,20,134,0.9968,3.43,0.47,10.0,white,6
1636,5.5,0.17,0.31,3.2,0.015,30,66,0.9959,3.39,0.4,10.5,white,6
1637,11.9,0.47,0.2,1.6,0.153,27,71,0.9988,3.51,0.74,10.1,red,5
1639,5.7,0.54,0.21,4.9,0.065,4,42,0.999,3.29,0.67,12.1,red,7
1640,7.5,0.34,0.27,0.6,0.034,56,122,1.0012,3.02,0.45,11.4,white,5
1641,10.5,0.47,0.01,1.0,0.087,4,73,0.9941,3.13,0.5,11.6,red,5
1643,8.2,0.5,0.51,2.5,0.1,6,53,0.9972,3.02,0.9,9.6,red,5
1644,6.3,0.37,0.37,4.8,0.089,32,95,0.9933,3.12,0.55,8.0,white,4
1645,6.9,0.28,0.35,9.3,0.009,40,179,0.9907,3.09,0.64,12.2,white,6
1647,7.5,0.18,0.29,10.2,0.06,7,119,0.992,3.33,0.31,10.0,white,5
1649,6.3,0.29,0.23,17.4,0.03,38,140,0.9899,3.31,0.43,9.1,white,6
1650,7.3,0.18,0.4,5.4,0.095,16,151,0.9952,3.01,0.4,9.0,white,5
1651,9.0,0.36,0.43,2.3,0.039,37,46,0.9958,3.23,0.76,9.6,red,6
1652,7.0,0.2,0.59,10.6,0.051,23,69,0.9895,3.01,0.47,8.9,white,5
1653,9.0,0.6,0.16,0.9,0.085,23,61,0.9908,3.37,0.39,11.4,red,4
1655,7.3,0.28,0.39,6.1,0.018,41,140,0.9955,3.24,0.43,11.5,white,6
1656,6.2,0.22,0.24,12.4,0.017,35,171,0.9943,3.31,0.45,8.9,white,4
1657,5.8,0.24,0.46,9.8,0.009,22,174,1.0006,3.15,0.7,11.8,white,6
1659,8.2,0.18,0.23,10.1,0.2,2,148,0.996,3.26,0.37,11.3,white,5
1660,6.0,0.3,0.24,1.8,0.031,16,181,0.9976,3.1,0.31,13.1,white,6
1661,5.9,0.37,0.33,6.8,0.058,30,67,0.9933,2.96,0.53,9.7,white,5
1663,10.4,0.88,0.4,5.4,0.092,12,42,0.9981,3.39,0.52,8.6,red,3
1664,7.9,0.21,0.24,3.4,0.009,18,149,0.9986,2.95,0.76,8.6,white,5
1667,6.8,0.46,0.38,8.6,0.069,10,227,0.9919,3.3,0.44,10.8,white,4
1668,6.8,0.67,0.75,2.4,0.083,61,19,0.996,3.3,0.64,11.9,red,7
1670,6.9,0.29,0.27,13.2,0.013,38,135,0.9937,3.1,0.53,11.1,white,6
1671,8.0,0.43,0.35,16.1,0.034,38,171,0.9936,3.02,0.36,10.2,white,4
1672,6.8,0.26,0.23,3.1,0.101,42,138,0.9989,2.88,0.55,10.9,white,6
1673,5.8,0.35,0.42,1.9,0.018,68,53,0.9938,3.7,0.58,9.3,white,5
1674,6.3,0.24,0.44,5.5,0.026,81,152,0.9966,3.15,0.69,10.2,white,6
1675,6.9,0.24,0.27,8.9,0.129,31,80,0.9935,2.92,0.36,9.8,white,5
1677,6.9,0.24,0.32,15.4,0.035,28,69,0.9933,3.47,0.57,8.8,white,5
1678,5.8,0.33,0.35,7.7,0.009,41,114,0.9934,3.42,0.43,10.0,white,4
1679,6.8,0.42,0.47,10.7,0.083,26,115,0.9927,3.41,0.28,8.2,white,4
1680,7.5,0.39,0.27,16.9,0.036,2,89,0.9925,3.26,0.52,10.1,white,6
1681,8.0,0.31,0.33,0.9,0.009,23,76,0.9941,2.96,0.46,11.0,white,5
1682,7.3,0.45,0.39,8.1,0.033,64,129,0.9959,3.1,0.36,9.9,white,3
1683,5.7,0.39,0.43,0.8,0.081,29,138,0.9958,3.34,0.41,9.5,white,5
1684,5.1,0.18,0.3,7.1,0.106,10,133,0.9929,3.31,0.64,11.2,white,6
