id,size_sqft,property_type,bedrooms,latitude,longitude,locality,suburb,monthly_rent,metro_dist_km,airport_dist_km,aiims_dist_km,railway_station_dist_km,suburb_locality_count,center_dist_km,log_size,bedrooms_per_100sqft,avg_landmark_dist,property_type_freq,locality_grouped
3962,380,Independent Floor,1,28.6066,77.2937,mayur vihar phase 1,Delhi East,9000,0.4723,21.2342,9.4846,8.1283,49,7.103,5.9402,0.2632,9.83,11151,mayur vihar phase 1
3963,460,Villa,1,28.5639,77.2474,Lajpat Nagar IV,Delhi South,13000,0.2482,15.9575,3.8913,9.0083,51,7.943,6.1312,0.2174,7.276,36,Lajpat Nagar IV
3964,1500,Independent Floor,3,28.6394,77.2929,Preet Vihar,Delhi East,19000,0.3189,22.4176,11.5702,7.0663,49,6.537,7.3132,0.2,10.343,11151,Preet Vihar
3965,1750,Apartment,3,28.5957,77.0661,Sector 6 Dwarka,Dwarka,29000,1.542,4.8763,14.2292,15.9568,72,13.405,7.4674,0.1714,9.151,5694,Sector 6 Dwarka
3966,450,Independent Floor,1,28.5378,77.2947,Sarita Vihar,Delhi South,16000,0.9388,20.6363,9.0892,13.6007,51,12.334,6.1092,0.2222,11.066,11151,Sarita Vihar
3968,1200,Apartment,2,28.6146,77.3122,Mayur Vihar II,Delhi East,32000,0.3956,23.2172,11.4986,9.4332,49,8.327,7.0901,0.1667,11.136,5694,Mayur Vihar II
3970,1250,Independent Floor,2,28.6452,77.2945,Krishna Nagar,Delhi East,27000,0.4223,22.8347,12.1382,7.2256,49,6.786,7.1309,0.16,10.655,11151,Krishna Nagar
3971,700,Independent Floor,1,28.5002,77.1865,Chattarpur,Delhi South,10000,1.3314,11.6628,7.6758,16.0344,51,14.798,6.5511,0.1429,9.176,11151,Chattarpur
3972,200,Apartment,1,28.6124,77.2908,mayur vihar phase 1,Delhi East,6000,0.8654,21.1527,9.565,7.5869,49,6.648,5.2983,0.5,9.792,5694,mayur vihar phase 1
3973,1125,Apartment,3,28.5348,77.2225,Sheikh Sarai,Delhi Central,29000,0.8685,13.6685,3.8311,11.8475,55,10.744,7.0255,0.2667,7.554,5694,Sheikh Sarai
3974,900,Independent Floor,2,28.649,77.1333,Ramesh Nagar,Delhi Central,18000,0.4732,11.4656,11.6604,8.5804,55,7.348,6.8024,0.2222,8.045,11151,Ramesh Nagar
3975,221,Apartment,1,28.5876,77.0738,Sector 7 Dwarka,Dwarka,12000,0.8403,3.7754,13.3141,15.573,72,13.092,5.3982,0.4525,8.376,5694,Sector 7 Dwarka
3976,800,Independent Floor,3,28.6691,77.0929,Paschim Vihar,West Delhi,39000,1.1728,12.6851,15.9627,12.8615,39,11.324,6.6846,0.375,10.671,11151,Paschim Vihar
3977,1550,Independent Floor,3,28.6519,77.1315,Ramesh Nagar,Delhi Central,29000,0.1232,11.6799,12.0212,8.7978,55,7.59,7.346,0.1935,8.156,11151,Ramesh Nagar
3978,2000,Apartment,3,28.6022,77.0522,Sector 4 Dwarka,Dwarka,40000,1.5717,6.1239,15.7132,17.0471,72,14.354,7.6009,0.15,10.114,5694,Sector 4 Dwarka
3979,680,Independent Floor,2,28.7023,77.1244,Sector 8 Rohini,Rohini,16000,0.6143,16.7896,17.0842,11.5664,12,11.107,6.5221,0.2941,11.514,11151,Sector 8 Rohini
3981,1800,Independent Floor,2,28.6538,77.1687,Patel Nagar,Delhi Central,45000,0.9713,13.6976,10.3678,5.2612,55,4.775,7.4955,0.1111,7.574,11151,Patel Nagar
3982,1200,Independent Floor,2,28.4943,77.184,Chattarpur,Delhi South,17000,1.6208,11.8155,8.3692,16.7229,51,15.478,7.0901,0.1667,9.632,11151,Chattarpur
3984,600,Independent Floor,2,28.593,77.3052,New Ashok Nagar,Delhi East,12500,0.5688,21.9807,9.9548,9.8675,49,8.649,6.3969,0.3333,10.593,11151,New Ashok Nagar
3985,1800,Independent Floor,3,28.6657,77.1077,Paschim Vihar,West Delhi,43000,1.3594,12.4859,14.6913,11.3619,39,10.012,7.4955,0.1667,9.975,11151,Paschim Vihar
3986,450,Independent House,1,28.645,77.1662,Patel Nagar,Delhi Central,13000,0.2941,12.7785,9.5628,5.3364,55,4.542,6.1092,0.2222,6.993,861,Patel Nagar
3987,1800,Apartment,3,28.6005,77.0589,Sector 5 Dwarka,Dwarka,35000,1.8094,5.6527,15.0397,16.4696,72,13.848,7.4955,0.1667,9.743,5694,Sector 5 Dwarka
3988,700,Independent Floor,1,28.5414,77.2572,Kalkaji,Delhi South,17000,0.7825,16.9459,5.5938,11.6745,51,10.576,6.5511,0.1429,8.749,11151,Kalkaji
3989,1800,Independent Floor,3,28.6522,77.3084,Anand Vihar,Delhi East,45000,0.5324,24.3932,13.6451,8.6514,49,8.125,7.4955,0.1667,11.806,11151,Anand Vihar
3990,1000,Independent House,3,28.6211,77.0271,Sainik nagar 1,Delhi Central,20000,0.6488,9.2458,18.6678,19.0669,55,16.156,6.9078,0.3,11.907,861,Other
3991,950,Independent Floor,1,28.5813,77.242,Jangpura Extension,Other,35000,0.3211,15.663,3.7023,7.0135,442,5.975,6.8565,0.1053,6.675,11151,Jangpura Extension
3992,550,Independent Floor,1,28.6367,77.2906,Preet Vihar,Delhi East,9000,0.1919,22.0857,11.2002,6.8527,49,6.305,6.3099,0.1818,10.083,11151,Preet Vihar
3993,975,Apartment,3,28.6442,77.1624,Ranjeet Nagar,Delhi Central,25000,0.6757,12.4805,9.6533,5.7062,55,4.825,6.8824,0.3077,7.129,5694,Ranjeet Nagar
3995,360,Apartment,1,28.6885,77.1758,Ashok Vihar,North Delhi,15000,1.2643,17.2751,13.8361,6.794,17,7.217,5.8861,0.2778,9.792,5694,Ashok Vihar
3996,1500,Apartment,3,28.5987,77.3183,Vasundhara Enclave,Delhi East,25000,1.6573,23.3707,11.3753,10.6714,49,9.375,7.3132,0.2,11.769,5694,Vasundhara Enclave
3997,200,Independent House,1,28.5484,77.2137,Siri Fort,Other,6000,0.9174,12.6478,2.1245,10.3613,442,9.226,5.2983,0.5,6.513,861,Other
3999,1800,Independent Floor,3,28.6691,77.0929,Paschim Vihar,West Delhi,30000,1.1728,12.6851,15.9627,12.8615,39,11.324,7.4955,0.1667,10.671,11151,Paschim Vihar
4000,1000,Apartment,3,28.5356,77.2231,Sheikh Sarai,Delhi Central,35000,0.8098,13.7193,3.7791,11.7651,55,10.663,6.9078,0.3,7.518,5694,Sheikh Sarai
4001,1500,Apartment,2,28.5342,77.2439,Greater Kailash,Delhi South,70000,1.0247,15.7507,5.0553,12.1245,51,11.041,7.3132,0.1333,8.489,5694,Greater Kailash
4003,1950,Independent Floor,3,28.5605,77.1967,Safdarjung Enclave,Delhi South,80000,0.9536,10.9805,1.2916,9.295,51,8.057,7.5756,0.1538,5.63,11151,Safdarjung Enclave
4004,780,Independent Floor,3,28.7397,77.1242,Sector 16 Rohini,Rohini,16000,1.4353,20.841,20.8266,14.3852,12,14.355,6.6593,0.3846,14.372,11151,Sector 16 Rohini
4005,650,Independent Floor,1,28.7067,77.1712,Shalimar Bagh,Delhi North,18000,0.8635,18.8332,15.9107,8.6831,8,9.204,6.477,0.1538,11.073,11151,Shalimar Bagh
4006,720,Independent Floor,2,28.7105,77.2076,Dr Mukherji Nagar,North Delhi,25000,1.3616,21.0201,15.9173,7.7294,17,8.801,6.5793,0.2778,11.507,11151,Dr Mukherji Nagar
4007,1080,Independent Floor,2,28.496,77.1837,Chattarpur,Delhi South,16500,1.4522,11.6866,8.2014,16.55,51,15.301,6.9847,0.1852,9.473,11151,Chattarpur
4009,1800,Apartment,3,28.5868,77.0352,Sector-18 Dwarka,Other,25000,0.8115,5.9896,17.0263,19.1319,442,16.203,7.4955,0.1667,10.74,5694,Sector-18 Dwarka
4010,900,Independent Floor,2,28.4641,77.0538,Gurgaon Delhi Expressway,Other,18000,1.9037,10.5072,18.8961,25.5782,442,23.174,6.8024,0.2222,14.221,11151,Other
4012,1750,Independent Floor,3,28.7118,77.133,Sector 14 Rohini,Rohini,35000,0.8336,18.0203,17.649,11.5666,12,11.403,7.4674,0.1714,12.017,11151,Sector 14 Rohini
4013,2520,Independent Floor,4,28.6656,77.1281,Punjabi Bagh,Delhi Central,50000,0.8628,12.9845,13.4362,9.4321,55,8.429,7.832,0.1587,9.179,11151,Punjabi Bagh
4014,1500,Apartment,3,28.596,77.3145,Dwarka Sector 7,Dwarka,29000,1.2578,22.9414,10.926,10.4764,72,9.198,7.3132,0.2,11.4,5694,Dwarka Sector 7
4016,4000,Villa,4,28.5761,77.308,Sector 15A,Other,70000,0.9627,21.9792,9.8584,11.2199,442,9.907,8.294,0.1,11.005,36,Sector 15A
4018,1250,Apartment,2,28.5876,77.0738,Sector 7 Dwarka,Dwarka,27000,0.8403,3.7754,13.3141,15.573,72,13.092,7.1309,0.16,8.376,5694,Sector 7 Dwarka
4019,3600,Independent Floor,4,28.5641,77.1562,Vasant Vihar,Delhi South,125000,0.8439,7.0717,5.0592,10.6698,51,9.082,8.1887,0.1111,5.911,11151,Vasant Vihar
4020,650,Independent Floor,1,28.6353,77.225,laxmi nagar,Other,9000,0.5294,16.3648,7.7693,0.8245,442,0.822,6.477,0.1538,6.372,11151,laxmi nagar
4021,1750,Apartment,3,28.59,77.0444,Dwarka New Delhi 110075,Dwarka,30000,0.4437,5.5375,16.1923,18.1711,72,15.355,7.4674,0.1714,10.086,5694,Dwarka New Delhi 110075
4023,620,Independent Floor,2,28.6041,77.2896,mayur vihar phase 1,Delhi East,13000,0.0743,20.7749,9.0022,7.9201,49,6.901,6.4297,0.3226,9.443,11151,mayur vihar phase 1
4024,700,Independent Floor,2,28.612,77.29,mayur vihar phase 1,Delhi East,18000,0.8062,21.0582,9.4682,7.5328,49,6.595,6.5511,0.2857,9.716,11151,mayur vihar phase 1
4025,1180,Apartment,3,28.7217,77.128,Sector 13 Rohini,Rohini,35000,1.4366,18.961,18.8475,12.674,12,12.53,7.0733,0.2542,12.98,5694,Sector 13 Rohini
4026,950,Apartment,2,28.6172,77.2991,Mayur Vihar II,Delhi East,16000,0.6784,22.0865,10.5327,8.1359,49,7.184,6.8565,0.2105,10.358,5694,Mayur Vihar II
4027,1350,Independent Floor,3,28.7026,77.1491,Block PP Poorvi Pitampura,Other,38000,0.818,17.5421,16.1069,9.7286,442,9.767,7.2079,0.2222,11.049,11151,Other
4028,1125,Independent Floor,3,28.6391,77.0794,vikaspuri,Other,28000,0.9622,9.3433,14.8956,13.8224,442,11.704,7.0255,0.2667,9.756,11151,vikaspuri
4029,2700,Independent Floor,3,28.5555,77.2337,Greater kailash 1,Delhi South,75000,0.809,14.5861,2.8307,9.6346,51,8.556,7.901,0.1111,6.965,11151,Greater kailash 1
4030,1900,Independent Floor,3,28.5419,77.2069,Sarvpriya Vihar,Delhi South,60000,0.1932,12.0508,2.7709,11.1457,51,9.984,7.5496,0.1579,6.54,11151,Sarvpriya Vihar
4031,1350,Independent Floor,3,28.6612,77.096,Paschim Vihar,West Delhi,32000,2.0199,11.8306,15.1257,12.3792,39,10.774,7.2079,0.2222,10.339,11151,Paschim Vihar
4033,1200,Independent Floor,3,28.6885,77.1758,Ashok Vihar,North Delhi,25000,1.2643,17.2751,13.8361,6.794,17,7.217,7.0901,0.25,9.792,11151,Ashok Vihar
4034,750,Independent Floor,2,28.6442,77.1693,Patel Nagar,Delhi Central,12500,0.0908,12.9028,9.3668,5.0366,55,4.272,6.6201,0.2667,6.849,11151,Patel Nagar
4035,990,Independent Floor,2,28.5813,77.242,Jangpura,Delhi South,33000,0.3214,15.663,3.7021,7.0139,51,5.976,6.8977,0.202,6.675,11151,Jangpura
4036,450,Independent Floor,1,28.6367,77.2914,Preet Vihar,Delhi East,7500,0.2657,22.1584,11.256,6.9349,49,6.375,6.1092,0.2222,10.154,11151,Preet Vihar
4037,2250,Independent Floor,3,28.6434,77.1326,Mansarover Garden,West Delhi,35000,0.7476,10.8735,11.2298,8.616,39,7.27,7.7187,0.1333,7.867,11151,Mansarover Garden
4038,980,Independent Floor,3,28.7392,77.1269,Rohini sector 16,West Delhi,25000,1.1679,20.8336,20.6702,14.169,39,14.181,6.8876,0.3061,14.21,11151,Rohini sector 16
4039,850,Independent Floor,2,28.6446,77.1659,Patel Nagar,Delhi Central,28000,0.3336,12.7244,9.5414,5.3696,55,4.558,6.7452,0.2353,6.992,11151,Patel Nagar
4040,500,Apartment,2,28.7057,77.1473,Pitampura,North Delhi,16000,1.0628,17.8025,16.4903,10.0936,17,10.135,6.2146,0.4,11.362,5694,Pitampura
4041,600,Independent House,1,28.654,77.1891,Karol Bagh,North Delhi,12000,1.1227,15.0001,9.8281,3.3736,17,3.424,6.3969,0.1667,7.331,861,Karol Bagh
4043,750,Apartment,1,28.5431,77.2038,Sarvpriya Vihar,Delhi South,32000,0.198,11.736,2.6664,11.0561,51,9.878,6.6201,0.1333,6.414,5694,Sarvpriya Vihar
4044,1000,Independent Floor,2,28.6146,77.0229,Sector 16A Dwarka,Dwarka,14000,0.0445,8.9595,18.8457,19.5754,72,16.581,6.9078,0.2,11.856,11151,Other
4045,1200,Independent Floor,3,28.5592,77.2933,Abul Fazal Enclave Jamia Nagar,Other,16500,0.2561,20.4211,8.409,11.5744,442,10.332,7.0901,0.25,10.165,11151,Abul Fazal Enclave Jamia Nagar
4046,1800,Independent Floor,3,28.6458,77.1331,Mansarover Garden,West Delhi,32000,0.8074,11.1338,11.4017,8.5789,39,7.283,7.4955,0.1667,7.98,11151,Mansarover Garden
4047,1150,Independent Floor,2,28.6913,77.1795,Prasad Nagar,Other,25000,1.7407,17.7331,14.0672,6.8165,442,7.354,7.0475,0.1739,10.089,11151,Other
4048,500,Independent Floor,2,28.7432,77.1978,Burari,North Delhi,7000,2.9285,23.6199,19.5705,11.4723,17,12.505,6.2146,0.4,14.398,11151,Burari
4051,1000,Apartment,2,28.5919,77.0448,Sector 12 Dwarka,Dwarka,20000,0.4007,5.6643,16.1913,18.0699,72,15.262,6.9078,0.2,10.082,5694,Sector 12 Dwarka
4053,2500,Independent Floor,4,28.6947,77.1171,Deepali,North West Delhi,70000,1.6753,15.8138,16.714,11.7059,4,10.994,7.824,0.16,11.477,11151,Other
4054,650,Apartment,2,28.7349,77.0959,Sector 25 Rohini,Rohini,12000,1.9005,19.9826,21.6035,15.987,12,15.404,6.477,0.3077,14.868,5694,Sector 25 Rohini
4056,600,Independent Floor,2,28.7284,77.0871,Rohini sector 24,West Delhi,12000,2.1164,19.2332,21.4435,16.211,39,15.396,6.3969,0.3333,14.751,11151,Rohini sector 24
4057,1600,Apartment,3,28.5835,77.0621,Sector 10 Dwarka,Dwarka,27000,0.5478,3.8674,14.3775,16.8011,72,14.182,7.3778,0.1875,8.898,5694,Sector 10 Dwarka
4058,680,Apartment,2,28.5921,77.3048,New Ashok Nagar,Delhi East,10000,0.4714,21.9298,9.8951,9.8945,49,8.674,6.5221,0.2941,10.548,5694,New Ashok Nagar
4059,260,Independent Floor,1,28.5928,77.3063,New Ashok Nagar,Delhi East,5400,0.6238,22.082,10.0514,9.9695,49,8.741,5.5607,0.3846,10.682,11151,New Ashok Nagar
4060,3000,Independent Floor,4,28.6679,77.093,Paschim Vihar,West Delhi,65000,1.3074,12.5521,15.8572,12.816,39,11.263,8.0064,0.1333,10.633,11151,Paschim Vihar
4061,1000,Independent Floor,1,28.4988,77.2062,Neb Sarai,Delhi South,12000,2.4772,13.4189,7.5459,15.9024,51,14.758,6.9078,0.1,9.836,11151,Neb Sarai
4062,1100,Independent Floor,3,28.699,77.1384,Pitampura,North Delhi,25000,0.2604,16.8131,16.14,10.2474,17,10.02,7.0031,0.2727,10.865,11151,Pitampura
4063,1200,Independent Floor,2,28.5391,77.2492,Chittaranjan Park,Other,35000,0.7467,16.1928,5.0865,11.7109,442,10.625,7.0901,0.1667,8.434,11151,Chittaranjan Park
4064,1652,Apartment,3,28.5889,77.0497,Sector 11 Dwarka,Dwarka,35000,0.2682,5.0888,15.6569,17.7148,72,14.959,7.4097,0.1816,9.682,5694,Sector 11 Dwarka
4065,800,Independent Floor,3,28.6509,77.1686,Patel Nagar,Delhi Central,36000,0.6487,13.4357,10.07,5.1948,55,4.62,6.6846,0.375,7.337,11151,Patel Nagar
4066,1300,Apartment,2,28.5888,77.0565,Sector 10 Dwarka,Dwarka,25000,0.7401,4.6632,15.0007,17.0925,72,14.416,7.1701,0.1538,9.374,5694,Sector 10 Dwarka
4067,1800,Independent Floor,3,28.5727,77.2327,Defence Colony,Delhi South,90000,0.4393,14.616,2.5192,7.7333,51,6.663,7.4955,0.1667,6.327,11151,Defence Colony
4068,600,Independent Floor,1,28.6061,77.2919,mayur vihar phase 1,Delhi East,12000,0.2884,21.0474,9.3005,7.9998,49,6.983,6.3969,0.1667,9.659,11151,mayur vihar phase 1
4069,1545,Apartment,3,28.5916,77.3352,76 Noida Road,Other,17000,2.2571,24.8437,12.759,12.498,442,11.003,7.3428,0.1942,13.089,5694,Other
4070,1700,Apartment,3,28.5897,77.0658,Sector 6 Dwarka,Dwarka,27000,1.2632,4.2775,14.1186,16.2039,72,13.636,7.4384,0.1765,8.966,5694,Sector 6 Dwarka
4071,1350,Independent House,3,28.7129,77.1519,Shalimar Bagh,Delhi North,38000,1.6996,18.7095,17.0867,10.3689,8,10.584,7.2079,0.2222,11.966,861,Shalimar Bagh
4072,1500,Independent Floor,2,28.5495,77.2355,Greater kailash 1,Delhi South,55000,0.8917,14.7688,3.3231,10.3231,51,9.244,7.3132,0.1333,7.327,11151,Greater kailash 1
4073,1100,Independent Floor,2,28.5858,77.235,Pragati Vihar,Delhi Central,21000,0.5257,15.1026,3.3883,6.3555,55,5.31,7.0031,0.1818,6.343,11151,Other
4074,1600,Apartment,3,28.5848,77.0384,Sector-18 Dwarka,Other,30000,0.8649,5.6071,16.6906,18.9114,442,16.018,7.3778,0.1875,10.519,5694,Sector-18 Dwarka
4076,900,Independent Floor,2,28.6498,77.1688,Patel Nagar,Delhi Central,30000,0.5246,13.3486,9.95,5.156,55,4.551,6.8024,0.2222,7.245,11151,Patel Nagar
4077,2400,Apartment,4,28.5594,77.2182,Neeti Bagh,Other,120000,1.0363,13.0731,1.3068,9.1211,442,8.001,7.7832,0.1667,6.134,5694,Neeti Bagh
4078,900,Independent Floor,2,28.5097,77.1992,Sainik Farms,Delhi South,16000,1.2021,12.2755,6.3853,14.7745,51,13.596,6.8024,0.2222,8.659,11151,Sainik Farms
4079,1110,Apartment,2,28.531,77.2091,Sheikh Sarai,Delhi Central,32300,0.6252,12.4606,3.9723,12.3171,55,11.17,7.0121,0.1802,7.344,5694,Sheikh Sarai
4080,900,Independent Floor,3,28.7157,77.1351,Prashant Vihar Sector 14,Other,33000,1.2721,18.4967,17.9647,11.7157,442,11.64,6.8024,0.3333,12.362,11151,Prashant Vihar Sector 14
4081,150,Independent Floor,1,28.6427,77.1847,Rajinder Nagar,Delhi West,22000,0.3955,13.7987,8.6985,3.5177,4,2.986,5.0106,0.6667,6.603,11151,Rajinder Nagar
4082,260,Independent House,1,28.5593,77.2525,Jagpura,Other,22000,0.8424,16.4301,4.4544,9.6515,442,8.576,5.5607,0.3846,7.845,861,Other
4083,1872,Independent Floor,3,28.552,77.2355,Greater kailash 1,Delhi South,70000,0.7344,14.7598,3.1668,10.0419,51,8.964,7.5348,0.1603,7.176,11151,Greater kailash 1
4084,700,Independent House,2,28.5817,77.0712,Sector 7 Dwarka,Dwarka,7000,1.0049,3.2493,13.4651,16.0621,72,13.546,6.5511,0.2857,8.445,861,Sector 7 Dwarka
4086,900,Independent Floor,2,28.5332,77.2081,Malviya Nagar,Delhi South,26000,0.6823,12.3118,3.7326,12.0904,51,10.938,6.8024,0.2222,7.204,11151,Malviya Nagar
4087,860,Apartment,2,28.5343,77.2084,Sheikh Sarai,Delhi Central,21000,0.7971,12.323,3.6114,11.9659,55,10.815,6.7569,0.2326,7.174,5694,Sheikh Sarai
4088,1125,Independent Floor,3,28.609,77.09,Dabri,Dwarka,15000,0.9049,6.0172,12.4335,13.2849,72,11.055,7.0255,0.2667,8.16,11151,Dabri
4089,900,Apartment,2,28.5343,77.2084,Sheikh Sarai,Delhi Central,30000,0.7971,12.323,3.6114,11.9659,55,10.815,6.8024,0.2222,7.174,5694,Sheikh Sarai
4090,1800,Independent Floor,3,28.6419,77.2956,Swasthya Vihar,Delhi East,42500,0.0651,22.7745,11.9536,7.3263,49,6.807,7.4955,0.1667,10.53,11151,Swasthya Vihar
4092,425,Independent Floor,1,28.6452,77.1685,Patel Nagar,Delhi Central,11000,0.0741,12.9344,9.4909,5.1178,55,4.368,6.0521,0.2353,6.904,11151,Patel Nagar
4093,540,Independent Floor,1,28.6358,77.2708,laxmi nagar,Other,12000,0.8531,20.2941,9.8176,4.9389,442,4.622,6.2916,0.1852,8.976,11151,laxmi nagar
4095,2700,Independent Floor,4,28.6691,77.0929,Paschim Vihar,West Delhi,65000,1.1728,12.6851,15.9627,12.8615,39,11.324,7.901,0.1481,10.671,11151,Paschim Vihar
4097,1500,Apartment,3,28.5824,77.0577,Sector 10 Dwarka,Dwarka,28000,0.1305,4.0322,14.7856,17.2418,72,14.571,7.3132,0.2,9.048,5694,Sector 10 Dwarka
4098,800,Independent House,2,28.6455,77.1661,Patel Nagar,Delhi Central,15000,0.3101,12.8147,9.6193,5.3532,55,4.571,6.6846,0.25,7.024,861,Patel Nagar
4099,800,Independent Floor,1,28.6364,77.2928,Preet Vihar,Delhi East,8000,0.3985,22.2688,11.3344,7.0695,49,6.488,6.6846,0.125,10.268,11151,Preet Vihar
4100,700,Apartment,1,28.7147,77.1238,Rohini Sector 9,Other,16000,0.8067,18.1193,18.3283,12.4559,442,12.151,6.5511,0.1429,12.428,5694,Rohini Sector 9
4101,400,Independent House,1,28.6288,77.2785,laxmi nagar near metro station,Delhi East,6500,0.3162,20.6474,9.737,5.827,49,5.258,5.9915,0.25,9.132,861,laxmi nagar near metro station
4102,500,Independent Floor,1,28.6388,77.2934,Preet Vihar,Delhi East,6000,0.3434,22.436,11.5606,7.1198,49,6.573,6.2146,0.2,10.365,11151,Preet Vihar
4103,1752,Apartment,3,28.5625,77.0585,Sector 22 Dwarka,Dwarka,32000,0.9023,2.6932,14.6152,18.1318,72,15.476,7.4685,0.1712,9.086,5694,Sector 22 Dwarka
4104,1000,Independent Floor,2,28.5813,77.242,Jangpura Extension,Other,50000,0.3211,15.663,3.7023,7.0135,442,5.975,6.9078,0.2,6.675,11151,Jangpura Extension
4105,4500,Independent Floor,4,28.5471,77.2005,Hauz Khas,Delhi South,190000,0.6647,11.3713,2.3062,10.672,51,9.472,8.4118,0.0889,6.254,11151,Hauz Khas
4106,900,Independent Floor,2,28.5764,77.2428,Lajpat Nagar,Delhi South,36000,0.8294,15.6554,3.584,7.5576,51,6.511,6.8024,0.2222,6.907,11151,Lajpat Nagar
4107,850,Independent Floor,1,28.6365,77.2743,laxmi nagar,Other,14000,0.8073,20.6355,10.092,5.2733,442,4.928,6.7452,0.1176,9.202,11151,laxmi nagar
4108,450,Independent Floor,2,28.6534,77.1895,Karol Bagh,North Delhi,22000,1.0649,14.9804,9.7621,3.3167,17,3.359,6.1092,0.4444,7.281,11151,Karol Bagh
4109,1000,Independent House,3,28.6691,77.0929,Paschim Vihar,West Delhi,25000,1.1728,12.6851,15.9627,12.8615,39,11.324,6.9078,0.3,10.671,861,Paschim Vihar
4111,2400,Apartment,3,28.5905,77.0482,Sector 11 Dwarka,Dwarka,36000,0.4571,5.3198,15.8349,17.8023,72,15.031,7.7832,0.125,9.854,5694,Sector 11 Dwarka
4113,680,Independent Floor,2,28.6459,77.1681,Patel Nagar,Delhi Central,19000,0.1523,12.9728,9.5868,5.1687,55,4.434,6.5221,0.2941,6.97,11151,Patel Nagar
4114,1100,Independent Floor,3,28.5108,77.197,Sainik Farms,Delhi South,22000,1.0635,12.0319,6.3066,14.6958,51,13.506,7.0031,0.2727,8.524,11151,Sainik Farms
4116,900,Apartment,2,28.6745,77.0976,Paschim Vihar,West Delhi,13000,0.6302,13.3158,16.0752,12.5686,39,11.19,6.8024,0.2222,10.647,5694,Paschim Vihar
4117,1800,Apartment,3,28.5706,77.2364,Lajpat Nagar II,Delhi South,62000,0.0037,14.9519,2.8327,8.0262,51,6.962,7.4955,0.1667,6.454,5694,Lajpat Nagar II
4118,800,Independent Floor,2,28.5949,77.0652,Sector 6 Dwarka,Dwarka,14000,1.6027,4.8302,14.2953,16.0672,72,13.503,6.6846,0.25,9.199,11151,Sector 6 Dwarka
4120,650,Independent Floor,1,28.7072,77.1695,Shalimar Bagh,Delhi North,17000,0.7817,18.8062,15.999,8.8187,8,9.312,6.477,0.1538,11.101,11151,Shalimar Bagh
4121,385,Apartment,1,28.6446,77.1686,Patel Nagar,Delhi Central,20000,0.0795,12.8933,9.4276,5.1007,55,4.336,5.9532,0.2597,6.875,5694,Patel Nagar
4122,1422,Independent Floor,3,28.7162,77.1915,Model Town,North Delhi,32000,1.4983,20.7047,16.6257,8.7335,17,9.64,7.2598,0.211,11.891,11151,Model Town
4124,900,Independent Floor,1,28.5006,77.2072,Neb Sarai,Delhi South,9000,2.3096,13.417,7.3439,15.6938,51,14.552,6.8024,0.1111,9.691,11151,Neb Sarai
4125,1500,Apartment,3,28.6295,77.3123,i p extension patparganj,Delhi Central,30000,0.3505,23.7562,12.3604,9.0615,55,8.132,7.3132,0.2,11.382,5694,i p extension patparganj
4126,1000,Independent Floor,3,28.6343,77.1798,Rajinder Nagar,Delhi West,60000,0.8894,12.8091,7.9638,4.0822,4,3.153,6.9078,0.3,6.436,11151,Rajinder Nagar
4127,1700,Apartment,3,28.5939,77.0725,Sector 7 Dwarka,Dwarka,32000,0.8799,4.4786,13.5699,15.4319,72,12.949,7.4384,0.1765,8.59,5694,Sector 7 Dwarka
4128,1800,Apartment,3,28.583,77.0574,Sector 10 Dwarka,Dwarka,25000,0.1798,4.1003,14.8221,17.2442,72,14.571,7.4955,0.1667,9.087,5694,Sector 10 Dwarka
4129,600,Independent Floor,1,28.6445,77.2866,Krishna Nagar,Delhi East,8500,0.7855,22.1055,11.5494,6.4503,49,6.113,6.3969,0.1667,10.223,11151,Krishna Nagar
4130,1350,Independent Floor,3,28.7043,77.15,Poorvi Pitampura,Other,40000,0.9671,17.7493,16.2519,9.7978,442,9.876,7.2079,0.2222,11.192,11151,Poorvi Pitampura
4131,900,Independent House,2,28.5636,77.2491,Dayanand Colony,Other,30000,0.2734,16.1138,4.0531,9.0934,442,8.027,6.8024,0.2222,7.383,861,Other
4132,1300,Independent Floor,2,28.5374,77.2621,Govindpuri,Other,21000,0.8289,17.4683,6.2342,12.2486,442,11.136,7.1701,0.1538,9.195,11151,Govindpuri
4133,2600,Independent Floor,4,28.5994,77.232,Golf Links,Delhi South,325000,0.5223,15.2342,4.3172,4.8114,51,3.788,7.8633,0.1538,6.221,11151,Other
4134,750,Independent Floor,2,28.6527,77.164,Patel Nagar,Delhi Central,18000,0.6286,13.3293,10.4328,5.6756,55,5.059,6.6201,0.2667,7.517,11151,Patel Nagar
4136,500,Independent Floor,1,28.6439,77.1873,Karol Bagh,North Delhi,15000,0.1176,14.0786,8.7731,3.271,17,2.852,6.2146,0.2,6.56,11151,Karol Bagh
4137,450,Independent Floor,1,28.5624,77.2183,Masjid Moth Village,Other,12500,0.7086,13.1024,1.1399,8.7911,442,7.671,6.1092,0.2222,5.936,11151,Other
4138,900,Independent Floor,2,28.5316,77.2071,Malviya Nagar,Delhi South,37000,0.4951,12.2591,3.9089,12.2748,51,11.119,6.8024,0.2222,7.234,11151,Malviya Nagar
